ApplicableEntity,PredefinedType,PsetName
IfcMotorConnectionType,,Pset_MotorConnectionTypeCommon
IfcOpeningElement,,Pset_OpeningElementCommon
IfcOutlet,,Pset_OutletTypeCommon
IfcOutletType,,Pset_OutletTypeCommon
IfcPavement,,Pset_PavementCommon
IfcPavementType,,Pset_PavementCommon
IfcPavement,,Pset_PavementSurfaceCommon
IfcPavementType,,Pset_PavementSurfaceCommon
IfcPermit,,Pset_Permit
IfcPile,,Pset_PileCommon
IfcPileType,,Pset_PileCommon
IfcPipeFitting,,Pset_PipeFittingOccurrence
IfcPipeFitting,,Pset_PipeFittingTypeCommon
IfcPipeFittingType,,Pset_PipeFittingTypeCommon
IfcPipeSegment,,Pset_PipeConnectionFlanged
IfcPipeSegmentType,,Pset_PipeConnectionFlanged
IfcPipeSegment,,Pset_PipeSegmentOccurrence
IfcPipeSegment,,Pset_PipeSegmentTypeCommon
IfcPipeSegmentType,,Pset_PipeSegmentTypeCommon
IfcPipeSegment,CULVERT,Pset_PipeSegmentTypeCulvert
IfcPipeSegmentType,CULVERT,Pset_PipeSegmentTypeCulvert
IfcPipeSegment,GUTTER,Pset_PipeSegmentTypeGutter
IfcPipeSegmentType,GUTTER,Pset_PipeSegmentTypeGutter
IfcGeographicElement,VEGETATION,Pset_VegetationCommon
IfcPlate,,Pset_PlateCommon
IfcPlateType,,Pset_PlateCommon
IfcProduct,,Pset_Tolerance
IfcTypeProduct,,Pset_Tolerance
IfcProduct,,Pset_Uncertainty
IfcTypeProduct,,Pset_Uncertainty
IfcProjectOrder,CHANGEORDER,Pset_ProjectOrderChangeOrder
IfcProjectOrder,MAINTENANCEWORKORDER,Pset_ProjectOrderMaintenanceWorkOrder
IfcProjectOrder,MOVEORDER,Pset_ProjectOrderMoveOrder
IfcProjectOrder,PURCHASEORDER,Pset_ProjectOrderPurchaseOrder
IfcProjectOrder,WORKORDER,Pset_ProjectOrderWorkOrder
IfcProtectiveDevice,,Pset_ProtectiveDeviceBreakerUnitI2TCurve
IfcProtectiveDeviceType,,Pset_ProtectiveDeviceBreakerUnitI2TCurve
IfcProtectiveDevice,,Pset_ProtectiveDeviceBreakerUnitI2TFuseCurve
IfcProtectiveDeviceType,,Pset_ProtectiveDeviceBreakerUnitI2TFuseCurve
IfcProtectiveDevice,,Pset_ProtectiveDeviceBreakerUnitIPICurve
IfcProtectiveDeviceType,,Pset_ProtectiveDeviceBreakerUnitIPICurve
IfcProtectiveDevice,,Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection
IfcProtectiveDeviceType,,Pset_ProtectiveDeviceBreakerUnitTypeMotorProtection
IfcProtectiveDevice,,Pset_ProtectiveDeviceOccurrence
IfcProtectiveDevice,,Pset_ProtectiveDeviceTrippingCurve
IfcProtectiveDeviceType,,Pset_ProtectiveDeviceTrippingCurve
IfcProtectiveDevice,,Pset_ProtectiveDeviceTypeCommon
IfcProtectiveDeviceType,,Pset_ProtectiveDeviceTypeCommon
IfcProtectiveDeviceTrippingUnit,,Pset_ProtectiveDeviceTrippingFunctionGCurve
IfcProtectiveDeviceTrippingUnitType,,Pset_ProtectiveDeviceTrippingFunctionGCurve
IfcProtectiveDeviceTrippingUnit,,Pset_ProtectiveDeviceTrippingFunctionICurve
IfcProtectiveDeviceTrippingUnitType,,Pset_ProtectiveDeviceTrippingFunctionICurve
IfcProtectiveDeviceTrippingUnit,,Pset_ProtectiveDeviceTrippingFunctionLCurve
IfcProtectiveDeviceTrippingUnitType,,Pset_ProtectiveDeviceTrippingFunctionLCurve
IfcProtectiveDeviceTrippingUnit,,Pset_ProtectiveDeviceTrippingFunctionSCurve
IfcProtectiveDeviceTrippingUnitType,,Pset_ProtectiveDeviceTrippingFunctionSCurve
IfcProtectiveDeviceTrippingUnit,,Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment
IfcProtectiveDeviceTrippingUnitType,,Pset_ProtectiveDeviceTrippingUnitCurrentAdjustment
IfcProtectiveDeviceTrippingUnit,,Pset_ProtectiveDeviceTrippingUnitTimeAdjustment
IfcProtectiveDeviceTrippingUnitType,,Pset_ProtectiveDeviceTrippingUnitTimeAdjustment
IfcProtectiveDeviceTrippingUnit,,Pset_ProtectiveDeviceTrippingUnitTypeCommon
IfcProtectiveDeviceTrippingUnitType,,Pset_ProtectiveDeviceTrippingUnitTypeCommon
IfcProtectiveDeviceTrippingUnit,ELECTROMAGNETIC,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic
IfcProtectiveDeviceTrippingUnitType,ELECTROMAGNETIC,Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic
IfcProtectiveDeviceTrippingUnit,ELECTRONIC,Pset_ProtectiveDeviceTrippingUnitTypeElectronic
IfcProtectiveDeviceTrippingUnitType,ELECTRONIC,Pset_ProtectiveDeviceTrippingUnitTypeElectronic
IfcProtectiveDeviceTrippingUnit,RESIDUALCURRENT,Pset_ProtectiveDeviceTrippingUnitTypeResidualCurrent
IfcProtectiveDeviceTrippingUnitType,RESIDUALCURRENT,Pset_ProtectiveDeviceTrippingUnitTypeResidualCurrent
IfcProtectiveDeviceTrippingUnit,THERMAL,Pset_ProtectiveDeviceTrippingUnitTypeThermal
IfcProtectiveDeviceTrippingUnitType,THERMAL,Pset_ProtectiveDeviceTrippingUnitTypeThermal
IfcProtectiveDevice,ANTI_ARCING_DEVICE,Pset_ProtectiveDeviceTypeAntiArcingDevice
IfcProtectiveDeviceType,ANTI_ARCING_DEVICE,Pset_ProtectiveDeviceTypeAntiArcingDevice
IfcProtectiveDevice,CIRCUITBREAKER,Pset_ProtectiveDeviceBreakerUnitTypeMCB
IfcProtectiveDeviceType,CIRCUITBREAKER,Pset_ProtectiveDeviceBreakerUnitTypeMCB
IfcProtectiveDevice,CIRCUITBREAKER,Pset_ProtectiveDeviceTypeCircuitBreaker
IfcProtectiveDeviceType,CIRCUITBREAKER,Pset_ProtectiveDeviceTypeCircuitBreaker
IfcProtectiveDevice,EARTHLEAKAGECIRCUITBREAKER,Pset_ProtectiveDeviceTypeEarthLeakageCircuitBreaker
IfcProtectiveDeviceType,EARTHLEAKAGECIRCUITBREAKER,Pset_ProtectiveDeviceTypeEarthLeakageCircuitBreaker
IfcProtectiveDevice,FUSEDISCONNECTOR,Pset_ProtectiveDeviceTypeFuseDisconnector
IfcProtectiveDeviceType,FUSEDISCONNECTOR,Pset_ProtectiveDeviceTypeFuseDisconnector
IfcProtectiveDevice,RESIDUALCURRENTCIRCUITBREAKER,Pset_ProtectiveDeviceTypeResidualCurrentCircuitBreaker
IfcProtectiveDeviceType,RESIDUALCURRENTCIRCUITBREAKER,Pset_ProtectiveDeviceTypeResidualCurrentCircuitBreaker
IfcProtectiveDevice,RESIDUALCURRENTSWITCH,Pset_ProtectiveDeviceTypeResidualCurrentSwitch
IfcProtectiveDeviceType,RESIDUALCURRENTSWITCH,Pset_ProtectiveDeviceTypeResidualCurrentSwitch
IfcProtectiveDevice,SPARKGAP,Pset_ProtectiveDeviceTypeSparkGap
IfcProtectiveDevice,VOLTAGELIMITER,Pset_ProtectiveDeviceTypeSparkGap
IfcProtectiveDeviceType,SPARKGAP,Pset_ProtectiveDeviceTypeSparkGap
IfcProtectiveDeviceType,VOLTAGELIMITER,Pset_ProtectiveDeviceTypeSparkGap
IfcProtectiveDevice,VARISTOR,Pset_ProtectiveDeviceTypeVaristor
IfcProtectiveDeviceType,VARISTOR,Pset_ProtectiveDeviceTypeVaristor
IfcPump,,Pset_PumpOccurrence
IfcPump,,Pset_PumpTypeCommon
IfcPumpType,,Pset_PumpTypeCommon
IfcRailing,,Pset_RailingCommon
IfcRailingType,,Pset_RailingCommon
IfcRailing,GUARDRAIL,Pset_RoadGuardElement
IfcWall,PARAPET,Pset_RoadGuardElement
IfcRailingType,GUARDRAIL,Pset_RoadGuardElement
IfcWallType,PARAPET,Pset_RoadGuardElement
IfcRail,BLADE,Pset_RailTypeBlade
IfcRailType,BLADE,Pset_RailTypeBlade
IfcRail,CHECKRAIL,Pset_RailTypeCheckRail
IfcRailType,CHECKRAIL,Pset_RailTypeCheckRail
IfcRail,GUARDRAIL,Pset_RailTypeGuardRail
IfcRailType,GUARDRAIL,Pset_RailTypeGuardRail
IfcRail,RAIL,Pset_RailTypeRail
IfcRailType,RAIL,Pset_RailTypeRail
IfcRail,STOCKRAIL,Pset_RailTypeStockRail
IfcRailType,STOCKRAIL,Pset_RailTypeStockRail
IfcRailwayPart,DILATIONTRACK,Pset_RailwayTrackStructurePart
IfcRailwayPart,PLAINTRACK,Pset_RailwayTrackStructurePart
IfcRailwayPart,TRACK,Pset_RailwayTrackStructurePart
IfcRailwayPart,TURNOUTTRACK,Pset_RailwayTrackStructurePart
IfcRailwayPart,TRACKPART,Pset_RailwayTrackStructurePart
IfcRampFlight,,Pset_RampFlightCommon
IfcRampFlightType,,Pset_RampFlightCommon
IfcRamp,,Pset_RampCommon
IfcRampType,,Pset_RampCommon
IfcReferent,,Pset_ReferentCommon
IfcReferent,,Pset_Stationing
IfcReferent,SUPERELEVATIONEVENT,Pset_Superelevation
IfcReferent,WIDTHEVENT,Pset_Width
IfcRoof,,Pset_RoofCommon
IfcRoofType,,Pset_RoofCommon
IfcSanitaryTerminal,,Pset_SanitaryTerminalTypeCommon
IfcSanitaryTerminalType,,Pset_SanitaryTerminalTypeCommon
IfcSanitaryTerminal,BATH,Pset_SanitaryTerminalTypeBath
IfcSanitaryTerminalType,BATH,Pset_SanitaryTerminalTypeBath
IfcSanitaryTerminal,BIDET,Pset_SanitaryTerminalTypeBidet
IfcSanitaryTerminalType,BIDET,Pset_SanitaryTerminalTypeBidet
IfcSanitaryTerminal,CISTERN,Pset_SanitaryTerminalTypeCistern
IfcSanitaryTerminalType,CISTERN,Pset_SanitaryTerminalTypeCistern
IfcSanitaryTerminal,SANITARYFOUNTAIN,Pset_SanitaryTerminalTypeSanitaryFountain
IfcSanitaryTerminalType,SANITARYFOUNTAIN,Pset_SanitaryTerminalTypeSanitaryFountain
IfcSanitaryTerminal,SHOWER,Pset_SanitaryTerminalTypeShower
IfcSanitaryTerminalType,SHOWER,Pset_SanitaryTerminalTypeShower
IfcSanitaryTerminal,SINK,Pset_SanitaryTerminalTypeSink
IfcSanitaryTerminalType,SINK,Pset_SanitaryTerminalTypeSink
IfcSanitaryTerminal,TOILETPAN,Pset_SanitaryTerminalTypeToiletPan
IfcSanitaryTerminalType,TOILETPAN,Pset_SanitaryTerminalTypeToiletPan
IfcSanitaryTerminal,URINAL,Pset_SanitaryTerminalTypeUrinal
IfcSanitaryTerminalType,URINAL,Pset_SanitaryTerminalTypeUrinal
IfcSanitaryTerminal,WASHHANDBASIN,Pset_SanitaryTerminalTypeWashHandBasin
IfcSanitaryTerminalType,WASHHANDBASIN,Pset_SanitaryTerminalTypeWashHandBasin
IfcSensor,,Pset_SensorTypeCommon
IfcSensorType,,Pset_SensorTypeCommon
IfcSensor,LEVELSENSOR,Pset_SensorTypeLevelSensor
IfcSensorType,LEVELSENSOR,Pset_SensorTypeLevelSensor
IfcSensor,CO2SENSOR,Pset_SensorTypeCO2Sensor
IfcSensorType,CO2SENSOR,Pset_SensorTypeCO2Sensor
IfcSensor,CONDUCTANCESENSOR,Pset_SensorTypeConductanceSensor
IfcSensorType,CONDUCTANCESENSOR,Pset_SensorTypeConductanceSensor
IfcSensor,CONTACTSENSOR,Pset_SensorTypeContactSensor
IfcSensorType,CONTACTSENSOR,Pset_SensorTypeContactSensor
IfcSensor,EARTHQUAKESENSOR,Pset_SensorTypeEarthquakeSensor
IfcSensorType,EARTHQUAKESENSOR,Pset_SensorTypeEarthquakeSensor
IfcSensor,FIRESENSOR,Pset_SensorTypeFireSensor
IfcSensorType,FIRESENSOR,Pset_SensorTypeFireSensor
IfcSensor,FLOWSENSOR,Pset_SensorTypeFlowSensor
IfcSensorType,FLOWSENSOR,Pset_SensorTypeFlowSensor
IfcSensor,FOREIGNOBJECTDETECTIONSENSOR,Pset_SensorTypeForeignObjectDetectionSensor
IfcSensorType,FOREIGNOBJECTDETECTIONSENSOR,Pset_SensorTypeForeignObjectDetectionSensor
IfcSensor,FROSTSENSOR,Pset_SensorTypeFrostSensor
IfcSensorType,FROSTSENSOR,Pset_SensorTypeFrostSensor
IfcSensor,GASSENSOR,Pset_SensorTypeGasSensor
IfcSensorType,GASSENSOR,Pset_SensorTypeGasSensor
IfcSensor,HEATSENSOR,Pset_SensorTypeHeatSensor
IfcSensorType,HEATSENSOR,Pset_SensorTypeHeatSensor
IfcSensor,HUMIDITYSENSOR,Pset_SensorTypeHumiditySensor
IfcSensorType,HUMIDITYSENSOR,Pset_SensorTypeHumiditySensor
IfcSensor,IDENTIFIERSENSOR,Pset_SensorTypeIdentifierSensor
IfcSensorType,IDENTIFIERSENSOR,Pset_SensorTypeIdentifierSensor
IfcSensor,IONCONCENTRATIONSENSOR,Pset_SensorTypeIonConcentrationSensor
IfcSensorType,IONCONCENTRATIONSENSOR,Pset_SensorTypeIonConcentrationSensor
IfcSensor,LIGHTSENSOR,Pset_SensorTypeLightSensor
IfcSensorType,LIGHTSENSOR,Pset_SensorTypeLightSensor
IfcSensor,MOISTURESENSOR,Pset_SensorTypeMoistureSensor
IfcSensorType,MOISTURESENSOR,Pset_SensorTypeMoistureSensor
IfcSensor,MOVEMENTSENSOR,Pset_SensorTypeMovementSensor
IfcSensorType,MOVEMENTSENSOR,Pset_SensorTypeMovementSensor
IfcSensor,PHSENSOR,Pset_SensorTypePHSensor
IfcSensorType,PHSENSOR,Pset_SensorTypePHSensor
IfcSensor,PRESSURESENSOR,Pset_SensorTypePressureSensor
IfcSensorType,PRESSURESENSOR,Pset_SensorTypePressureSensor
IfcSensor,RADIATIONSENSOR,Pset_SensorTypeRadiationSensor
IfcSensorType,RADIATIONSENSOR,Pset_SensorTypeRadiationSensor
IfcSensor,RADIOACTIVITYSENSOR,Pset_SensorTypeRadioactivitySensor
IfcSensorType,RADIOACTIVITYSENSOR,Pset_SensorTypeRadioactivitySensor
IfcSensor,RAINSENSOR,Pset_SensorTypeRainSensor
IfcSensorType,RAINSENSOR,Pset_SensorTypeRainSensor
IfcSensor,SMOKESENSOR,Pset_SensorTypeSmokeSensor
IfcSensorType,SMOKESENSOR,Pset_SensorTypeSmokeSensor
IfcSensor,SNOWDEPTHSENSOR,Pset_SensorTypeSnowSensor
IfcSensorType,SNOWDEPTHSENSOR,Pset_SensorTypeSnowSensor
IfcSensor,SOUNDSENSOR,Pset_SensorTypeSoundSensor
IfcSensorType,SOUNDSENSOR,Pset_SensorTypeSoundSensor
IfcSensor,TEMPERATURESENSOR,Pset_SensorTypeTemperatureSensor
IfcSensorType,TEMPERATURESENSOR,Pset_SensorTypeTemperatureSensor
IfcSensor,TURNOUTCLOSURESENSOR,Pset_SensorTypeTurnoutClosureSensor
IfcSensorType,TURNOUTCLOSURESENSOR,Pset_SensorTypeTurnoutClosureSensor
IfcSensor,WHEELSENSOR,Pset_AxleCountingEquipment
IfcSensorType,WHEELSENSOR,Pset_AxleCountingEquipment
IfcSensor,WINDSENSOR,Pset_SensorTypeWindSensor
IfcSensorType,WINDSENSOR,Pset_SensorTypeWindSensor
IfcShadingDevice,,Pset_ShadingDeviceCommon
IfcShadingDeviceType,,Pset_ShadingDeviceCommon
IfcSignal,,Pset_RailwaySignalAspect
IfcSign,,Pset_RailwaySignalAspect
IfcSignalType,,Pset_RailwaySignalAspect
IfcSignType,,Pset_RailwaySignalAspect
IfcSignal,,Pset_RailwaySignalOccurrence
IfcSignal,,Pset_RailwaySignalSighting
IfcSign,,Pset_RailwaySignalSighting
IfcSignal,,Pset_RailwaySignalType
IfcSignalType,,Pset_RailwaySignalType
IfcSignal,,Pset_SignalFrame
IfcSignalType,,Pset_SignalFrame
IfcSign,,Pset_SignCommon
IfcSignType,,Pset_SignCommon
IfcSite,,Pset_LandRegistration
IfcSite,,Pset_SiteCommon
IfcSite,,Pset_SiteWeather
IfcSlab,,Pset_PrecastSlab
IfcSlabType,,Pset_PrecastSlab
IfcSlab,,Pset_ReinforcementBarPitchOfSlab
IfcSlabType,,Pset_ReinforcementBarPitchOfSlab
IfcSlab,,Pset_SlabCommon
IfcSlabType,,Pset_SlabCommon
IfcSlab,BASESLAB,Pset_TrackBase
IfcSlabType,BASESLAB,Pset_TrackBase
IfcSlab,TRACKSLAB,Pset_CessBetweenRails
IfcSlabType,TRACKSLAB,Pset_CessBetweenRails
IfcSlab,TRACKSLAB,Pset_EmbeddedTrack
IfcSlabType,TRACKSLAB,Pset_EmbeddedTrack
IfcSlab,TRACKSLAB,Pset_SlabTypeTrackSlab
IfcSlabType,TRACKSLAB,Pset_SlabTypeTrackSlab
IfcSolarDevice,,Pset_SolarDeviceTypeCommon
IfcSolarDeviceType,,Pset_SolarDeviceTypeCommon
IfcGeotechnicalStratum,SOLID,Pset_SolidStratumCapacity
IfcGeotechnicalStratum,SOLID,Pset_SolidStratumComposition
IfcSpaceHeater,,Pset_SpaceHeaterTypeCommon
IfcSpaceHeaterType,,Pset_SpaceHeaterTypeCommon
IfcSpaceHeater,CONVECTOR,Pset_SpaceHeaterTypeConvector
IfcSpaceHeaterType,CONVECTOR,Pset_SpaceHeaterTypeConvector
IfcSpaceHeater,RADIATOR,Pset_SpaceHeaterTypeRadiator
IfcSpaceHeaterType,RADIATOR,Pset_SpaceHeaterTypeRadiator
IfcSpatialElement,,Pset_AirSideSystemInformation
IfcSpatialZone,,Pset_AirSideSystemInformation
IfcZone,,Pset_AirSideSystemInformation
IfcSpatialElement,,Pset_SpaceFireSafetyRequirements
IfcSpatialZone,,Pset_SpaceFireSafetyRequirements
IfcZone,,Pset_SpaceFireSafetyRequirements
IfcSpatialElementType,,Pset_SpaceFireSafetyRequirements
IfcSpatialZoneType,,Pset_SpaceFireSafetyRequirements
IfcSpatialElement,,Pset_SpaceAirHandlingDimensioning
IfcSpatialElementType,,Pset_SpaceAirHandlingDimensioning
IfcSpatialElement,,Pset_SpaceThermalLoad
IfcSpatialElementType,,Pset_SpaceThermalLoad
IfcSpace,BERTH,Pset_BerthCommon
IfcSpaceType,BERTH,Pset_BerthCommon
IfcSpace,BERTH,Pset_FenderDesignCriteria
IfcSpaceType,BERTH,Pset_FenderDesignCriteria
IfcSpace,PARKING,Pset_SpaceParking
IfcSpaceType,PARKING,Pset_SpaceParking
IfcSpatialElement,,Pset_SpaceCoveringRequirements
IfcSpatialElementType,,Pset_SpaceCoveringRequirements
IfcSpatialElement,,Pset_SpaceHVACDesign
IfcSpatialZone,,Pset_SpaceHVACDesign
IfcZone,,Pset_SpaceHVACDesign
IfcSpatialElementType,,Pset_SpaceHVACDesign
IfcSpatialZoneType,,Pset_SpaceHVACDesign
IfcSpatialElement,,Pset_SpaceLightingDesign
IfcSpatialZone,,Pset_SpaceLightingDesign
IfcZone,,Pset_SpaceLightingDesign
IfcSpatialElementType,,Pset_SpaceLightingDesign
IfcSpatialZoneType,,Pset_SpaceLightingDesign
IfcSpatialElement,,Pset_SpaceOccupancyRequirements
IfcSpatialZone,,Pset_SpaceOccupancyRequirements
IfcZone,,Pset_SpaceOccupancyRequirements
IfcSpatialElementType,,Pset_SpaceOccupancyRequirements
IfcSpatialZoneType,,Pset_SpaceOccupancyRequirements
IfcSpatialElement,,Pset_SpaceCommon
IfcSpatialElementType,,Pset_SpaceCommon
IfcSpatialElement,,Pset_ThermalLoad
IfcSpatialElementType,,Pset_ThermalLoad
IfcSpatialStructureElement,,Pset_PropertyAgreement
IfcSpatialStructureElementType,,Pset_PropertyAgreement
IfcSpatialZone,,Pset_SpatialZoneCommon
IfcSpatialZoneType,,Pset_SpatialZoneCommon
IfcStackTerminal,,Pset_StackTerminalTypeCommon
IfcStackTerminalType,,Pset_StackTerminalTypeCommon
IfcStairFlight,,Pset_StairFlightCommon
IfcStairFlightType,,Pset_StairFlightCommon
IfcStair,,Pset_StairCommon
IfcStairType,,Pset_StairCommon
IfcStructuralSurfaceMemberVarying,,Pset_StructuralSurfaceMemberVaryingThickness
IfcSurfaceFeature,HATCHMARKING,Pset_RoadMarkingCommon
IfcSurfaceFeature,LINEMARKING,Pset_RoadMarkingCommon
IfcSurfaceFeature,PAVEMENTSURFACEMARKING,Pset_RoadMarkingCommon
IfcSurfaceFeature,SYMBOLMARKING,Pset_RoadMarkingCommon
IfcSurfaceFeature,LINEMARKING,Pset_MarkingLinesCommon
IfcSurfaceFeature,SYMBOLMARKING,Pset_RoadSymbolsCommon
IfcSwitchingDevice,,Pset_SwitchingDeviceTypeCommon
IfcSwitchingDeviceType,,Pset_SwitchingDeviceTypeCommon
IfcSwitchingDevice,CONTACTOR,Pset_SwitchingDeviceTypeContactor
IfcSwitchingDeviceType,CONTACTOR,Pset_SwitchingDeviceTypeContactor
IfcSwitchingDevice,DIMMERSWITCH,Pset_SwitchingDeviceTypeDimmerSwitch
IfcSwitchingDeviceType,DIMMERSWITCH,Pset_SwitchingDeviceTypeDimmerSwitch
IfcSwitchingDevice,EMERGENCYSTOP,Pset_SwitchingDeviceTypeEmergencyStop
IfcSwitchingDeviceType,EMERGENCYSTOP,Pset_SwitchingDeviceTypeEmergencyStop
IfcSwitchingDevice,KEYPAD,Pset_SwitchingDeviceTypeKeypad
IfcSwitchingDeviceType,KEYPAD,Pset_SwitchingDeviceTypeKeypad
IfcSwitchingDevice,MOMENTARYSWITCH,Pset_SwitchingDeviceTypeMomentarySwitch
IfcSwitchingDeviceType,MOMENTARYSWITCH,Pset_SwitchingDeviceTypeMomentarySwitch
IfcSwitchingDevice,RELAY,Pset_SwitchingDeviceTypeRelay
IfcSwitchingDeviceType,RELAY,Pset_SwitchingDeviceTypeRelay
IfcSwitchingDevice,SELECTORSWITCH,Pset_SwitchingDeviceTypeSelectorSwitch
IfcSwitchingDeviceType,SELECTORSWITCH,Pset_SwitchingDeviceTypeSelectorSwitch
IfcSwitchingDevice,STARTER,Pset_SwitchingDeviceTypeStarter
IfcSwitchingDeviceType,STARTER,Pset_SwitchingDeviceTypeStarter
IfcSwitchingDevice,SWITCHDISCONNECTOR,Pset_SwitchingDeviceTypeSwitchDisconnector
IfcSwitchingDeviceType,SWITCHDISCONNECTOR,Pset_SwitchingDeviceTypeSwitchDisconnector
IfcSwitchingDevice,TOGGLESWITCH,Pset_SwitchingDeviceTypeToggleSwitch
IfcSwitchingDeviceType,TOGGLESWITCH,Pset_SwitchingDeviceTypeToggleSwitch
IfcSystemFurnitureElement,,Pset_SystemFurnitureElementTypeCommon
IfcSystemFurnitureElementType,,Pset_SystemFurnitureElementTypeCommon
IfcSystemFurnitureElement,PANEL,Pset_SystemFurnitureElementTypePanel
IfcSystemFurnitureElementType,PANEL,Pset_SystemFurnitureElementTypePanel
IfcSystemFurnitureElement,SUBRACK,Pset_SystemFurnitureElementTypeSubrack
IfcSystemFurnitureElementType,SUBRACK,Pset_SystemFurnitureElementTypeSubrack
IfcSystemFurnitureElement,WORKSURFACE,Pset_SystemFurnitureElementTypeWorkSurface
IfcSystemFurnitureElementType,WORKSURFACE,Pset_SystemFurnitureElementTypeWorkSurface
IfcSystem,,Pset_ServiceLifeFactors
IfcTank,,Pset_TankOccurrence
IfcTank,,Pset_TankTypeCommon
IfcTankType,,Pset_TankTypeCommon
IfcTank,,Pset_TankTypePreformed
IfcTankType,,Pset_TankTypePreformed
IfcTank,,Pset_TankTypeSectional
IfcTankType,,Pset_TankTypeSectional
IfcTank,EXPANSION,Pset_TankTypeExpansion
IfcTankType,EXPANSION,Pset_TankTypeExpansion
IfcTank,PRESSUREVESSEL,Pset_TankTypePressureVessel
IfcTankType,PRESSUREVESSEL,Pset_TankTypePressureVessel
IfcTask,MOVE,Pset_PackingInstructions
IfcTaskType,MOVE,Pset_PackingInstructions
IfcTrackElement,DERAILER,Pset_TrackElementTypeDerailer
IfcTrackElementType,DERAILER,Pset_TrackElementTypeDerailer
IfcTrackElement,SLEEPER,Pset_TrackElementOccurrenceSleeper
IfcTrackElement,SLEEPER,Pset_TrackElementTypeSleeper
IfcTrackElementType,SLEEPER,Pset_TrackElementTypeSleeper
IfcTransformer,,Pset_TransformerTypeCommon
IfcTransformerType,,Pset_TransformerTypeCommon
IfcVehicle,CARGO,Pset_CargoCommon
IfcVehicleType,CARGO,Pset_CargoCommon
IfcVehicle,ROLLINGSTOCK,Pset_VehicleAvailability
IfcVehicle,VEHICLEAIR,Pset_VehicleAvailability
IfcVehicle,VEHICLEMARINE,Pset_VehicleAvailability
IfcVehicle,VEHICLE,Pset_VehicleAvailability
IfcVehicle,VEHICLETRACKED,Pset_VehicleAvailability
IfcVehicleType,ROLLINGSTOCK,Pset_VehicleAvailability
IfcVehicleType,VEHICLEAIR,Pset_VehicleAvailability
IfcVehicleType,VEHICLEMARINE,Pset_VehicleAvailability
IfcVehicleType,VEHICLE,Pset_VehicleAvailability
IfcVehicleType,VEHICLETRACKED,Pset_VehicleAvailability
IfcVehicle,VEHICLEMARINE,Pset_MarineVehicleCommon
IfcVehicleType,VEHICLEMARINE,Pset_MarineVehicleCommon
IfcVehicle,VEHICLEMARINE,Pset_MarineVehicleDesignCriteria
IfcVehicleType,VEHICLEMARINE,Pset_MarineVehicleDesignCriteria
IfcTransportationDevice,,Pset_TransportElementCommon
IfcTransportationDeviceType,,Pset_TransportElementCommon
IfcTransportElement,ELEVATOR,Pset_TransportElementElevator
IfcTransportElementType,ELEVATOR,Pset_TransportElementElevator
IfcTubeBundle,,Pset_TubeBundleTypeCommon
IfcTubeBundleType,,Pset_TubeBundleTypeCommon
IfcTubeBundle,FINNED,Pset_TubeBundleTypeFinned
IfcTubeBundleType,FINNED,Pset_TubeBundleTypeFinned
IfcUnitaryControlElement,,Pset_UnitaryControlElementTypeCommon
IfcUnitaryControlElementType,,Pset_UnitaryControlElementTypeCommon
IfcUnitaryControlElement,BASESTATIONCONTROLLER,Pset_UnitaryControlElementBaseStationController
IfcUnitaryControlElementType,BASESTATIONCONTROLLER,Pset_UnitaryControlElementBaseStationController
IfcUnitaryControlElement,CONTROLPANEL,Pset_UnitaryControlElementTypeControlPanel
IfcUnitaryControlElementType,CONTROLPANEL,Pset_UnitaryControlElementTypeControlPanel
IfcUnitaryControlElement,INDICATORPANEL,Pset_UnitaryControlElementTypeIndicatorPanel
IfcUnitaryControlElementType,INDICATORPANEL,Pset_UnitaryControlElementTypeIndicatorPanel
IfcUnitaryControlElement,THERMOSTAT,Pset_UnitaryControlElementTypeThermostat
IfcUnitaryControlElementType,THERMOSTAT,Pset_UnitaryControlElementTypeThermostat
IfcUnitaryEquipment,,Pset_UnitaryEquipmentTypeCommon
IfcUnitaryEquipmentType,,Pset_UnitaryEquipmentTypeCommon
IfcUnitaryEquipment,AIRCONDITIONINGUNIT,Pset_UnitaryEquipmentTypeAirConditioningUnit
IfcUnitaryEquipmentType,AIRCONDITIONINGUNIT,Pset_UnitaryEquipmentTypeAirConditioningUnit
IfcUnitaryEquipment,AIRHANDLER,Pset_UnitaryEquipmentTypeAirHandler
IfcUnitaryEquipmentType,AIRHANDLER,Pset_UnitaryEquipmentTypeAirHandler
IfcValve,,Pset_ValveTypeCommon
IfcValveType,,Pset_ValveTypeCommon
IfcValve,AIRRELEASE,Pset_ValveTypeAirRelease
IfcValveType,AIRRELEASE,Pset_ValveTypeAirRelease
IfcValve,DRAWOFFCOCK,Pset_ValveTypeDrawOffCock
IfcValveType,DRAWOFFCOCK,Pset_ValveTypeDrawOffCock
IfcValve,FAUCET,Pset_ValveTypeFaucet
IfcValveType,FAUCET,Pset_ValveTypeFaucet
IfcValve,FLUSHING,Pset_ValveTypeFlushing
IfcValveType,FLUSHING,Pset_ValveTypeFlushing
IfcValve,GASTAP,Pset_ValveTypeGasTap
